NOPD_Item,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
A0068625,103D,DOMESTIC DISTURBANCE,1A,103D,DOMESTIC DISTURBANCE,2F,3698916,531040,2025-01-01T18:40:51.270000,2025-01-01T20:09:32.947000,2025-01-01T20:21:58.040000,2025-01-01T22:01:25.017000,RTF,REPORT TO FOLLOW,N,5.00E+04,004XX St Maurice Av,70117,5,POINT (-90.01309236 29.95363682)
A0068725,94F,FIREWORKS,1,103,DISTURBANCE (OTHER),1C,3706471,515077,2025-01-01T18:41:40.470000,,,2025-01-01T20:02:17.723000,GOA,GONE ON ARRIVAL,N,4.00E+03,042XX Maple Leaf Dr,70131,4,POINT (-89.98982721 29.90950154)
A0068825,62A,"BURGLAR ALARM, SILENT",1,62A,"BURGLAR ALARM, SILENT",2C,3709667,554691,2025-01-01T18:42:07.583000,,,2025-01-01T21:04:57.173000,NAT,Necessary Action Taken,N,7H03,045XX Longfellow Dr,70127,7,POINT (-89.97826343 30.01832215)
A0068925,35,SIMPLE BATTERY,2E,35,SIMPLE BATTERY,2E,3701085,524146,2025-01-01T18:43:18.333000,,,2025-01-01T18:44:38.040000,DUP,DUPLICATE,N,4K02,018XX Nie Pkwy,70131,4,POINT (-90.00649653 29.93461275)
A0069025,94F,FIREWORKS,1,103,DISTURBANCE (OTHER),1C,3699589,521351,2025-01-01T18:43:50.273000,,,2025-01-01T20:02:19.183000,GOA,GONE ON ARRIVAL,N,4D03,002XX Blk Prancer St,70131,4,POINT (-90.01132025 29.92697378)
A0069125,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3678878,529735,2025-01-01T18:44:01.417000,,2025-01-01T18:44:01.417000,2025-01-01T18:45:39.247000,NAT,Necessary Action Taken,Y,8J01,012XX Poydras St,70113,8,POINT (-90.07640926 29.95066781)
A0069225,64J,CARJACKING,2C,64J,CARJACKING,2C,3714786,565577,2025-01-01T18:47:00.567000,2025-01-01T18:48:22.177000,2025-01-01T18:52:24.560000,2025-01-01T21:05:08.930000,RTF,REPORT TO FOLLOW,N,7I11,070XX Bullard Av,70128,7,POINT (-89.96167709 30.04808934)
A0069425,107P,SUSPICIOUS PACKAGE,2C,107P,SUSPICIOUS PACKAGE,2C,3676366,520866,2025-01-01T18:48:31.093000,2025-01-01T18:49:36.763000,,2025-01-01T18:51:32.073000,VOI,VOID,N,6D02,029XX Camp St,70115,6,POINT (-90.08464754 29.92635801)
A0069325,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3682958,528728,2025-01-01T18:48:31.460000,2025-01-02T09:14:20.447000,,2025-01-02T09:24:59.393000,GOA,GONE ON ARRIVAL,N,8A02,X Poydras St,70130,8,POINT (-90.0635619 29.94777681)
A0069525,103,DISTURBANCE (OTHER),1,103,DISTURBANCE (OTHER),1C,3678685,527101,2025-01-01T18:49:37.657000,2025-01-01T20:30:06.920000,2025-01-01T20:35:12.113000,2025-01-01T20:45:35.947000,GOA,GONE ON ARRIVAL,N,6G03,011XX Oretha Castle Haley Blvd,70113,6,POINT (-90.07710931 29.94343191)
A0069625,107,SUSPICIOUS PERSON,1,107,SUSPICIOUS PERSON,2D,3679895,520807,2025-01-01T18:49:43.867000,2025-01-01T20:05:09.713000,2025-01-01T20:12:10.523000,2025-01-01T20:19:30.050000,GOA,GONE ON ARRIVAL,N,6B01,006XX Jackson Av,70130,6,POINT (-90.07350725 29.92608812)
A0069725,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3679658,534816,2025-01-01T18:52:52.280000,,2025-01-01T18:52:57.057000,2025-01-01T19:30:11.263000,NAT,Necessary Action Taken,N,1I01,017XX Blk Orleans Av,70116,1,POINT (-90.07377165 29.96461657)
A0069825,62A,"BURGLAR ALARM, SILENT",1,62A,"BURGLAR ALARM, SILENT",2C,3676771,526381,2025-01-01T18:55:40.570000,2025-01-01T20:22:27.553000,2025-01-01T20:25:12.313000,2025-01-01T20:29:52.707000,NAT,Necessary Action Taken,N,6H02,021XX Euterpe St,70113,6,POINT (-90.08317808 29.94150792)
A0069925,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3705272,559528,2025-01-01T18:55:59.170000,2025-01-01T18:58:02.760000,2025-01-01T19:02:13.420000,2025-01-01T23:07:13.510000,RTF,REPORT TO FOLLOW,N,7O09,085XX N I-10 Service Rd,70127,7,POINT (-89.99197106 30.03176643)
A0070025,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3687780,552787,2025-01-01T18:57:02.813000,2025-01-01T21:32:04.057000,,2025-01-01T21:44:45.400000,GOA,GONE ON ARRIVAL,N,3R04,053XX Baccich St,70122,3,POINT (-90.04748547 30.0137808)
A0070125,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3682922,533617,2025-01-01T18:59:02.070000,,,2025-01-01T19:15:45.673000,GOA,GONE ON ARRIVAL,N,8.00E+02,010XX Bourbon St,70116,8,POINT (-90.06350456 29.96121899)
A0070225,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3679253,536862,2025-01-01T18:59:28.397000,,2025-01-01T18:59:40.043000,2025-01-01T19:06:06.457000,NAT,Necessary Action Taken,N,1J02,Ursulines Av & N Galvez St,70119,1,POINT (-90.07497747 29.97025471)
A0070325,103,DISTURBANCE (OTHER),1,66,EXTORTION (THREATS),2F,3677995,538861,2025-01-01T18:59:44.027000,2025-01-01T21:49:24.710000,2025-01-01T21:54:41.440000,2025-01-01T21:56:23.947000,NAT,Necessary Action Taken,N,1N02,012XX N Broad St,70119,1,POINT (-90.07888153 29.97578842)
A0070425,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3707020,561072,2025-01-01T19:01:14.953000,2025-01-01T19:04:28.650000,,2025-01-01T19:16:11.033000,UNF,UNFOUNDED,N,7P03,070XX Bundy Rd,70127,7,POINT (-89.98638954 30.03595457)
A0070525,21,COMPLAINT OTHER,1,21,COMPLAINT OTHER,1F,3674520,532254,2025-01-01T19:04:04.910000,,,2025-01-01T20:49:34.697000,GOA,GONE ON ARRIVAL,N,1G02,022XX Poydras St,70119,1,POINT (-90.09008533 29.95772402)
A0070625,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3696758,553932,2025-01-01T19:05:54.087000,2025-01-01T20:18:36.310000,,2025-01-01T20:18:40.027000,NAT,Necessary Action Taken,N,7C03,047XX Babylon St,70126,7,POINT (-90.01907936 30.01665041)
A0070725,67S,SHOPLIFTING,0,67S,SHOPLIFTING,1E,3681869,531481,2025-01-01T19:12:26.213000,,,2025-01-01T23:12:42.120000,GOA,GONE ON ARRIVAL,N,8C02,003XX Royal St,70130,8,POINT (-90.06690499 29.95537994)
A0070825,64A,HOLD UP ALARM,1A,64A,HOLD UP ALARM,2D,3695929,532348,2025-01-01T19:13:01.307000,,2025-01-01T20:46:18.983000,2025-01-01T22:31:54,NAT,Necessary Action Taken,N,5.00E+01,051XX Chartres St,70117,5,POINT (-90.0224764 29.95732638)
A0070925,94,DISCHARGING FIREARM,2C,94,DISCHARGING FIREARM,2C,3703749,563783,2025-01-01T19:15:27.787000,,,2025-01-01T19:31:55.280000,NAT,Necessary Action Taken,N,7P01,Benson St & Hayne Blvd,70127,7,POINT (-89.99662584 30.04351466)
A0071025,94,DISCHARGING FIREARM,2C,94,DISCHARGING FIREARM,2C,3697401,553739,2025-01-01T19:16:13.440000,,,2025-01-01T19:32:04.087000,NAT,Necessary Action Taken,N,7C03,047XX Virgilian St,70126,7,POINT (-90.01705331 30.0160997)
A0071125,21,COMPLAINT OTHER,2,21,COMPLAINT OTHER,1F,3680076,524865,2025-01-01T19:18:01.877000,,2025-01-01T19:36:08.747000,2025-01-01T19:43:20.233000,GOA,GONE ON ARRIVAL,N,6.00E+02,013XX Camp St,70130,6,POINT (-90.07279589 29.93724243)
A0071225,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3683232,528695,2025-01-01T19:20:44.827000,,,2025-01-01T20:13:14.413000,NAT,Necessary Action Taken,N,8A02,005XX Port Of New Orleans Pl,70130,8,POINT (-90.0626972 29.94767523)
A0071325,52F,FIRE,1D,52F,FIRE,1D,3673654,558473,2025-01-01T19:20:53.020000,,2025-01-01T19:20:53.020000,2025-01-01T19:37:15.830000,NAT,Necessary Action Taken,Y,3K01,011XX Blk Lakeshore Dr,None,3,POINT (-90.09192086 30.02984394)
A0071425,67,THEFT,0,67,THEFT,0,3682843,529358,2025-01-01T19:22:53.303000,2025-01-01T23:25:25.053000,2025-01-01T23:46:30.477000,2025-01-02T00:46:38.433000,RTF,REPORT TO FOLLOW,N,8A03,10Blk Canal St,70130,8,POINT (-90.06390235 29.94951217)
A0071525,58,RETURN FOR ADDITIONAL INFO,1I,TS,TRAFFIC STOP,1,3696333,523878,2025-01-01T19:24:28.680000,,2025-01-01T19:24:28.680000,2025-01-01T21:31:20.543000,NAT,Necessary Action Taken,Y,4J02,033XX Wall Blvd,70114,4,POINT (-90.02150736 29.93402454)
A0071625,17M,MUNICIPAL ATTACHMENT,1H,17M,MUNICIPAL ATTACHMENT,1H,3701085,524146,2025-01-01T19:25:31.787000,,2025-01-01T19:25:31.787000,2025-01-01T19:25:42.693000,NAT,Necessary Action Taken,Y,4K02,018XX Nie Pkwy,70131,4,POINT (-90.00649653 29.93461275)
A0071725,94,DISCHARGING FIREARM,2C,94,DISCHARGING FIREARM,2C,3680174,532479,2025-01-01T19:25:49.443000,,,2025-01-01T19:30:13.427000,GOA,GONE ON ARRIVAL,N,1.00E+01,012XX Bienville St,70112,1,POINT (-90.07222329 29.9581729)
A0071825,94F,FIREWORKS,1,103,DISTURBANCE (OTHER),1C,3670411,517676,2025-01-01T19:26:06.573000,,2025-01-01T20:13:06.300000,2025-01-01T20:17:00.377000,GOA,GONE ON ARRIVAL,N,2B05,Annunciation St & Cadiz St,70115,2,POINT (-90.10355317 29.9177622)
A0071925,21,COMPLAINT OTHER,1J,66,EXTORTION (THREATS),2F,3681869,531481,2025-01-01T19:30:47.760000,2025-01-01T20:21:31.527000,,2025-01-01T20:21:51.987000,NAT,Necessary Action Taken,N,8C02,003XX Royal St,70130,8,POINT (-90.06690499 29.95537994)
A0072025,21,COMPLAINT OTHER,1J,94F,FIREWORKS,2J,3669392,537148,2025-01-01T19:31:24.673000,2025-01-01T19:52:11.930000,2025-01-01T20:05:17.470000,2025-01-01T20:36:57.840000,NAT,Necessary Action Taken,N,3D02,S Solomon St & D'Hemecourt St,70119,3,POINT (-90.10610993 29.97133503)
A0072125,18,TRAFFIC INCIDENT,1J,21,COMPLAINT OTHER,1J,3671951,534922,2025-01-01T19:33:03.243000,,2025-01-01T19:33:03.243000,2025-01-01T19:34:37.330000,NAT,Necessary Action Taken,Y,1K01,S Norman C Francis Pkwy & Tulane Av,70119,1,POINT (-90.09810616 29.96513784)
A0072225,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3669984,539298,2025-01-01T19:34:23.767000,,2025-01-01T19:34:23.767000,2025-01-01T20:22:57.263000,NAT,Necessary Action Taken,Y,3H01,044XX Canal St,70119,3,POINT (-90.10416881 29.97722949)
A0072325,TS,TRAFFIC STOP,1,TS,TRAFFIC STOP,1,3669403,549619,2025-01-01T19:35:26.240000,,2025-01-01T19:35:26.240000,2025-01-01T19:41:15.007000,NAT,Necessary Action Taken,Y,3J01,063XX Blk Memphis St,70124,3,POINT (-90.10565331 30.00562568)
A0072425,24,MEDICAL,1,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,37369000,3513814,2025-01-01T19:36:54.910000,2025-01-01T22:24:24.583000,,2025-01-01T22:24:44.653000,GOA,GONE ON ARRIVAL,N,7M03,017XX Saturn Blvd,70129,7,POINT (0 0)
A0072525,98,DRIVING WHILE UNDER INFLUENCE,1F,99,RECKLESS DRIVING,1F,3696356,520528,2025-01-01T19:37:48.493000,,2025-01-01T19:40:31.670000,2025-01-02T00:22:21.677000,NAT,Necessary Action Taken,N,4C02,General De Gaulle Dr & Garden Oaks Dr,70114,4,POINT (-90.02155513 29.92481304)
A0072625,52F,FIRE,1D,52F,FIRE,1D,3705272,559528,2025-01-01T19:39:16.433000,,2025-01-01T19:39:16.433000,2025-01-01T20:12:47.390000,NAT,Necessary Action Taken,Y,7O09,085XX N I-10 Service Rd,70127,7,POINT (-89.99197106 30.03176643)
A0072725,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3667175,527983,2025-01-01T19:39:17.957000,,2025-01-01T19:39:17.957000,2025-01-01T19:42:29.637000,NAT,Necessary Action Taken,Y,2P02,062XX S Claiborne Av,70125,2,POINT (-90.11342095 29.94619805)
A0072825,37,AGGRAVATED ASSAULT,1,34,AGGRAVATED BATTERY,2C,3696286,551872,2025-01-01T19:39:48.963000,2025-01-01T21:09:52.967000,,2025-01-01T21:10:09.040000,UNF,UNFOUNDED,N,7C03,039XX Downman Rd,70126,7,POINT (-90.0206436 30.01099958)
A0072925,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3692117,537110,2025-01-01T19:40:00.497000,,2025-01-01T19:40:00.497000,2025-01-01T20:50:03.973000,NAT,Necessary Action Taken,Y,5D03,039XX N Claiborne Av,70117,5,POINT (-90.0343428 29.97054168)
A0073025,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2C,3680174,532479,2025-01-01T19:41:35.063000,2025-01-01T19:46:23.993000,2025-01-01T19:48:32.860000,2025-01-01T19:56:57.683000,NAT,Necessary Action Taken,N,1.00E+01,012XX Bienville St,70112,1,POINT (-90.07222329 29.9581729)
A0073125,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3719471,574209,2025-01-01T19:42:27.537000,,,2025-01-01T20:04:51.097000,VOI,VOID,N,7K04,079XX Bass St,70128,7,POINT (-89.94653967 30.07166766)
A0073225,103,DISTURBANCE (OTHER),1,103F,FIGHT,2C,3682848,541989,2025-01-01T19:43:32.500000,2025-01-01T23:59:09.540000,2025-01-02T00:07:32.373000,2025-01-02T00:48:47.467000,NAT,Necessary Action Taken,N,5K03,020XX Hope St,70119,5,POINT (-90.06344655 29.98424321)
A0073325,103D,DOMESTIC DISTURBANCE,2C,35D,SIMPLE BATTERY DOMESTIC,2F,3675127,527177,2025-01-01T19:43:35.960000,2025-01-01T19:44:25.990000,2025-01-01T19:48:08.703000,2025-01-01T20:23:07.103000,RTF,REPORT TO FOLLOW,N,6J01,021XX Clara St,70113,6,POINT (-90.08834237 29.94374687)
A0073425,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3669437,549982,2025-01-01T19:45:27.853000,,2025-01-01T19:45:27.853000,2025-01-01T20:15:14.863000,NAT,Necessary Action Taken,Y,3J01,Memphis St & Bragg St,70124,3,POINT (-90.10553573 30.00662118)
A0073525,21P,LOST PROPERTY,0G,21P,LOST PROPERTY,0G,3680929,530923,2025-01-01T19:46:22.793000,,2025-01-01T19:46:22.793000,2025-01-01T19:47:26.020000,NAT,Necessary Action Taken,Y,8D01,Canal St & Bourbon St,70112,8,POINT (-90.06989376 29.9538739)
A0073625,94F,FIREWORKS,1,103,DISTURBANCE (OTHER),1C,3680235,531019,2025-01-01T19:46:36.747000,2025-01-01T22:13:06.297000,2025-01-01T22:24:29.663000,2025-01-01T22:38:42.047000,NAT,Necessary Action Taken,N,8I01,001XX Roosevelt Way,70112,8,POINT (-90.07208184 29.95415852)
A0073725,103,DISTURBANCE (OTHER),1,103,DISTURBANCE (OTHER),1C,3673635,540114,2025-01-01T19:47:42.383000,2025-01-01T20:35:07.013000,,2025-01-01T22:21:13.263000,GOA,GONE ON ARRIVAL,N,1M01,008XX Roosevelt Pl,70119,1,POINT (-90.09260932 29.9793646)
A0073825,58,RETURN FOR ADDITIONAL INFO,1I,21,COMPLAINT OTHER,1J,3677114,538287,2025-01-01T19:47:47.080000,2025-01-01T21:07:16.703000,2025-01-01T21:24:06.577000,2025-01-02T00:04:31.397000,NAT,Necessary Action Taken,N,1N03,010XX N White St,70119,1,POINT (-90.08168339 29.97423666)
A0073925,107,SUSPICIOUS PERSON,1A,107,SUSPICIOUS PERSON,2D,3679701,532340,2025-01-01T19:48:44.017000,2025-01-01T19:57:58.613000,2025-01-01T19:58:18.227000,2025-01-01T20:04:07,GOA,GONE ON ARRIVAL,N,1.00E+01,Treme St & Iberville St,70112,1,POINT (-90.07372052 29.95780733)
A0074125,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2D,3667936,529817,2025-01-01T19:53:20.547000,2025-01-01T19:54:05.927000,2025-01-01T19:58:05.213000,2025-01-01T21:06:22.603000,RTF,REPORT TO FOLLOW,N,2P02,036XX Calhoun St,70125,2,POINT (-90.11095532 29.95121989)
A0074225,24,MEDICAL,2D,24,MEDICAL,2D,37369000,3513814,2025-01-01T19:55:56.147000,,2025-01-01T19:55:56.147000,2025-01-01T20:14:49.987000,NAT,Necessary Action Taken,Y,8.00E+04,Royal St & St Philip St,None,8,POINT (0 0)
A0074325,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3670216,548980,2025-01-01T19:58:21.263000,,2025-01-01T19:58:21.263000,2025-01-01T21:02:38.843000,NAT,Necessary Action Taken,Y,3I04,009XX Harrison Av,70124,3,POINT (-90.10310803 30.00384315)
A0074425,94F,FIREWORKS,1,103,DISTURBANCE (OTHER),1C,3668503,523572,2025-01-01T20:01:36.143000,2025-01-01T20:07:00.150000,2025-01-01T20:12:49.977000,2025-01-01T20:24:23.430000,NAT,Necessary Action Taken,N,2I02,La Salle St & Soniat St,70115,2,POINT (-90.1093755 29.93402991)
A0074525,103M,MENTAL PATIENT,1,29ST,SUICIDE THREAT,2F,37369000,3513814,2025-01-01T20:02:29.087000,2025-01-01T20:04:17.900000,2025-01-01T20:17:08.230000,2025-01-02T01:29:40.453000,NAT,Necessary Action Taken,N,3U03,045XX Feliciana Dr,70126,3,POINT (0 0)
A0074625,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3710459,567035,2025-01-01T20:04:35.017000,2025-01-01T20:25:02.827000,,2025-01-01T20:25:05.917000,NAT,Necessary Action Taken,N,7I14,079XX Mackenzie St,70128,7,POINT (-89.97529722 30.05223869)
A0074725,107,SUSPICIOUS PERSON,2D,107,SUSPICIOUS PERSON,2D,3695910,519318,2025-01-01T20:05:15.640000,2025-01-01T20:06:07.197000,2025-01-01T20:15:00.667000,2025-01-01T20:27:09.173000,GOA,GONE ON ARRIVAL,N,4C02,034XX Garden Oaks Dr,70114,4,POINT (-90.02300862 29.92150081)
A0074825,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3692117,537110,2025-01-01T20:05:27.347000,,2025-01-01T20:05:27.347000,2025-01-01T20:17:01.770000,DUP,DUPLICATE,Y,5D03,039XX N Claiborne Av,70117,5,POINT (-90.0343428 29.97054168)
A0074925,94F,FIREWORKS,1,103,DISTURBANCE (OTHER),1C,3670219,518012,2025-01-01T20:06:32.957000,,2025-01-01T21:03:08.730000,2025-01-01T21:22:55.510000,GOA,GONE ON ARRIVAL,N,2B05,046XX Laurel St,70115,2,POINT (-90.10414723 29.91869152)
A0075025,94F,FIREWORKS,1,103,DISTURBANCE (OTHER),1C,3669561,529880,2025-01-01T20:06:33.937000,,,2025-01-01T21:01:04.363000,GOA,GONE ON ARRIVAL,N,2V02,019XX S Lopez St,70125,2,POINT (-90.10582382 29.95134471)
A0075125,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3683449,532259,2025-01-01T20:07:36.587000,,2025-01-01T20:07:36.587000,2025-01-01T20:19:01.643000,NAT,Necessary Action Taken,Y,8B02,008XX Decatur St,70116,8,POINT (-90.06188883 29.9574687)
A0075225,103,DISTURBANCE (OTHER),1C,34,AGGRAVATED BATTERY,2D,3696250,524936,2025-01-01T20:08:34.800000,2025-01-01T20:34:04.447000,2025-01-01T20:37:42.873000,2025-01-01T21:37:47.663000,RTF,REPORT TO FOLLOW,N,4J02,017XX Horace St,70114,4,POINT (-90.02173248 29.9369386)
A0075325,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3684734,534476,2025-01-01T20:10:28.283000,,2025-01-01T20:10:28.283000,2025-01-02T07:33:02.590000,NAT,Necessary Action Taken,Y,8F01,Frenchmen St & Chartres St,70116,8,POINT (-90.05775222 29.96352732)
A0075425,107,SUSPICIOUS PERSON,1,107,SUSPICIOUS PERSON,2D,3682809,535833,2025-01-01T20:11:06.283000,2025-01-01T20:13:23.740000,2025-01-01T20:17:40.947000,2025-01-01T20:19:20.290000,GOA,GONE ON ARRIVAL,N,1A01,Henriette Delille St & Kerlerec St,70116,1,POINT (-90.06378605 29.96731732)
A0075525,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2D,3695836,521613,2025-01-01T20:12:17.607000,2025-01-01T20:27:18.887000,2025-01-01T20:28:38.137000,2025-01-01T20:34:26.280000,NAT,Necessary Action Taken,N,4J01,XX Westpark Ct,70114,4,POINT (-90.02316015 29.92781397)
A0075625,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3679198,549644,2025-01-01T20:14:55.523000,,2025-01-01T20:14:55.523000,2025-01-01T21:14:24.740000,NAT,Necessary Action Taken,Y,3M04,046XX Paris Av,70122,3,POINT (-90.07470807 30.00540271)
A0075725,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3673902,541438,2025-01-01T20:15:58.570000,,2025-01-01T20:15:58.570000,2025-01-01T20:47:54.797000,NAT,Necessary Action Taken,Y,3H02,City Park Av & N Carrollton Av,70119,3,POINT (-90.09172163 29.98299659)
A0075825,107,SUSPICIOUS PERSON,2D,107,SUSPICIOUS PERSON,2D,3682534,528529,2025-01-01T20:16:19.763000,,,2025-01-01T20:29:54.183000,GOA,GONE ON ARRIVAL,N,8A02,005XX Convention Center Blvd,70130,8,POINT (-90.06490896 29.9472407)
A0075925,103D,DOMESTIC DISTURBANCE,2C,63,PROWLER,2E,3667786,532049,2025-01-01T20:18:09.937000,2025-01-01T20:23:16.343000,2025-01-01T20:24:55.467000,2025-01-01T20:57:15.510000,RTF,REPORT TO FOLLOW,N,2U03,030XX Broadway St,70125,2,POINT (-90.11135438 29.95736064)
A0076025,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3675399,535132,2025-01-01T20:19:24.240000,,2025-01-01T20:19:24.240000,2025-01-01T21:56:12.433000,NAT,Necessary Action Taken,Y,1I03,Canal St & N Broad St,70119,1,POINT (-90.08721038 29.96561395)
A0076125,94F,FIREWORKS,2J,94F,FIREWORKS,2J,3670709,555140,2025-01-01T20:19:53.967000,,2025-01-01T20:19:53.967000,2025-01-01T20:20:10.600000,GOA,GONE ON ARRIVAL,Y,3G02,Agate St & Turquoise St,70124,3,POINT (-90.1013397 30.0207685)
A0076225,18A,ABANDONED VEHICLE,1,18A,ABANDONED VEHICLE,0,3677977,520554,2025-01-01T20:20:12.273000,2025-01-01T22:51:15.710000,2025-01-01T23:00:33.880000,2025-01-01T23:15:05.587000,NAT,Necessary Action Taken,N,6A05,3rd St & Laurel St,70130,6,POINT (-90.07957204 29.92545108)
A0076325,67F,THEFT BY FRAUD,0,67F,THEFT BY FRAUD,1D,3676528,537454,2025-01-01T20:22:01.227000,,,2025-01-02T00:56:20.193000,RTF,REPORT TO FOLLOW,N,1M05,027XX St Ann St,70119,1,POINT (-90.08356492 29.97196339)
A0076425,94F,FIREWORKS,2J,103,DISTURBANCE (OTHER),1C,3696675,553859,2025-01-01T20:25:38.513000,,,2025-01-01T20:26:11.303000,NAT,Necessary Action Taken,N,7C03,Babylon St & Dreux Av,70126,7,POINT (-90.01934353 30.01645111)
A0076525,94,DISCHARGING FIREARM,2C,94,DISCHARGING FIREARM,2C,3678326,537718,2025-01-01T20:26:08.723000,2025-01-01T20:28:09.140000,2025-01-01T20:29:00.687000,2025-01-01T20:41:10.920000,GOA,GONE ON ARRIVAL,N,1J04,025XX Ursulines Av,70119,1,POINT (-90.07787621 29.97263622)
A0076625,67F,THEFT BY FRAUD,1D,67,THEFT,0,3665972,533654,2025-01-01T20:26:24.573000,2025-01-01T23:12:42.120000,2025-01-02T09:13:59.713000,2025-01-02T10:14:56.460000,RTF,REPORT TO FOLLOW,N,2T03,082XX Earhart Blvd,70118,2,POINT (-90.11702822 29.96182582)
A0076725,MISC,MISCELLANEOUS COMPLAINT,1,107P,SUSPICIOUS PACKAGE,2C,3679383,531019,2025-01-01T20:26:24.723000,2025-01-01T20:27:41.333000,2025-01-01T20:37:31.090000,2025-01-01T20:41:06.713000,NAT,Necessary Action Taken,N,8I02,002XX Loyola Av,70112,8,POINT (-90.07476949 29.95418404)
A0076825,100,HIT & RUN,1,100,HIT & RUN,2D,3681913,538410,2025-01-01T20:28:00.330000,2025-01-01T23:22:16.563000,2025-01-01T23:32:05.177000,2025-01-01T23:39:56.597000,GOA,GONE ON ARRIVAL,N,5A02,001XX Blk St Bernard Av,70116,5,POINT (-90.06652393 29.97443065)
A0076925,35D,SIMPLE BATTERY DOMESTIC,2C,35D,SIMPLE BATTERY DOMESTIC,2C,3682449,529852,2025-01-01T20:29:39.553000,,2025-01-01T20:29:39.553000,2025-01-01T22:57:46.063000,RTF,REPORT TO FOLLOW,Y,8B01,003XX Canal St,70130,8,POINT (-90.06512966 29.95088179)
A0077025,103F,FIGHT,2D,35,SIMPLE BATTERY,2E,3680045,527200,2025-01-01T20:30:07.540000,,2025-01-01T20:42:11.783000,2025-01-01T20:48:34.857000,NAT,Necessary Action Taken,N,8H01,Howard Av & St Charles Av,70130,8,POINT (-90.0728141 29.94366147)
A0077125,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3668300,553400,2025-01-01T20:30:15.943000,,2025-01-01T20:30:15.943000,2025-01-01T21:03:44.887000,NAT,Necessary Action Taken,Y,3F02,Louisville St & Mouton St,70124,3,POINT (-90.10901274 30.01605459)
A0077225,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3703527,562751,2025-01-01T20:33:13.093000,,,2025-01-01T20:36:19.087000,GOA,GONE ON ARRIVAL,N,7P01,085XX Dinkins St,70127,7,POINT (-89.99736566 30.04068215)
A0077325,21,COMPLAINT OTHER,1,21,COMPLAINT OTHER,2,3704733,558801,2025-01-01T20:34:04.213000,,,2025-01-01T21:05:23.293000,NAT,Necessary Action Taken,N,7Q03,I-10 E & Crowder Blvd,70127,7,POINT (-89.99369979 30.02978314)
A0077425,94F,FIREWORKS,1,103,DISTURBANCE (OTHER),2D,3701404,519891,2025-01-01T20:39:34.213000,,,2025-01-01T20:40:41.077000,NAT,Necessary Action Taken,N,4D01,007XX River Oaks Dr,70131,4,POINT (-90.00564568 29.92290166)
A0077525,18S,DISABLED/STRANDED MOTORIST,2F,18S,DISABLED/STRANDED MOTORIST,2F,3679258,550301,2025-01-01T20:44:49.270000,,2025-01-01T20:44:49.270000,2025-01-01T21:15:01.417000,NAT,Necessary Action Taken,Y,3M04,Mirabeau Av & Paris Av,70122,3,POINT (-90.07449559 30.00720693)
A0077625,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3684614,535489,2025-01-01T20:46:28.063000,,2025-01-01T20:46:28.063000,2025-01-01T21:06:20.653000,NAT,Necessary Action Taken,Y,8F03,020XX Burgundy St,70116,8,POINT (-90.05809725 29.96631675)
